,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
2888,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2889,2,-1,-1,2,-1,-1,-1,3,3,4,-1,4,5
2890,3,4,5,-1,5,4,5,5,4,5,-1,2,4
2891,6,8,8,8,8,8,8,-1,1,1,-1,4,6
2892,6,5,5,5,5,5,5,6,1,1,12,4,6
2893,6,8,8,8,8,8,8,-1,1,1,-1,4,6
2894,6,8,8,8,8,8,8,-1,1,1,-1,4,6
2895,1,-1,-1,-1,-1,-1,-1,3,4,3,-1,4,3
2896,2,2,2,3,3,3,3,4,4,1,10,2,4
2897,3,5,5,5,4,5,5,6,2,2,16,3,2
2898,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1
2899,5,5,5,5,5,5,5,6,2,3,18,2,5
2900,6,2,5,2,2,2,2,6,1,2,28,4,6
2901,5,1,2,1,1,4,1,3,2,3,21,2,3
2902,6,5,5,1,1,2,5,6,6,3,9,4,6
2903,1,1,1,1,2,2,2,2,3,2,-1,1,1
2904,2,5,5,1,5,5,5,5,1,3,8,3,3
2905,2,3,3,2,3,3,1,3,3,4,13,3,3
2906,6,8,8,8,8,8,8,6,1,4,-1,3,3
2907,6,4,4,4,4,4,4,6,5,3,12,3,6
2908,4,3,-1,-1,-1,-1,-1,5,5,5,-1,4,5
2909,6,5,5,5,5,5,5,6,1,2,-1,-1,6
2910,6,1,3,3,3,3,3,4,4,2,-1,2,2
2911,4,5,5,5,5,5,5,5,2,3,15,3,2
2912,2,2,3,2,2,1,2,2,2,3,33,2,3
2913,6,5,5,2,2,2,1,6,1,1,14,1,1
2914,4,2,3,4,2,3,2,4,4,4,18,3,2
2915,3,2,5,3,3,2,5,4,5,4,-1,3,4
2916,4,2,2,1,1,2,1,1,3,2,17,2,3
2917,5,5,5,5,5,5,5,5,5,4,16,3,5
2918,5,2,4,1,4,2,4,4,6,4,16,2,6
2919,2,4,4,4,4,4,4,5,4,3,-1,3,2
2920,1,1,2,-1,1,2,2,3,2,3,-1,2,1
2921,1,8,8,8,8,8,8,8,1,1,22,5,1
2922,5,4,4,4,4,4,4,2,5,4,20,3,3
2923,1,2,2,2,2,2,2,3,3,2,19,2,3
2924,-1,2,2,1,1,2,1,2,2,2,17,2,3
2925,6,2,3,2,4,5,1,6,3,4,15,3,3
2926,6,5,5,8,4,8,5,5,1,1,22,4,5
2927,4,8,8,8,8,8,8,6,1,1,-1,3,1
2928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2929,1,1,1,1,1,1,1,2,3,3,8,4,3
2930,3,1,3,1,2,2,2,2,4,2,16,1,2
2931,4,2,2,1,2,1,3,4,3,3,-1,3,2
2932,6,1,4,1,3,2,8,6,4,3,15,4,5
2933,3,4,4,2,2,4,5,5,1,1,17,4,3
2934,6,5,5,8,5,8,8,6,2,2,17,4,-1
2935,4,3,3,3,3,3,3,5,4,4,-1,4,5
2936,6,2,2,1,1,2,8,4,5,6,99,4,6
2937,6,1,1,2,4,2,1,6,1,1,13,2,2
2938,3,2,3,2,2,3,2,4,4,4,-1,4,5
2939,3,5,5,4,2,5,5,6,1,5,20,4,4
2940,6,5,5,5,5,5,5,-1,1,-1,21,4,6
2941,5,5,5,8,5,5,5,6,2,2,16,4,5
2942,5,4,3,3,3,3,3,5,4,4,99,3,4
2943,6,1,2,1,1,1,2,8,1,1,99,2,1
2944,3,5,5,3,5,5,5,3,1,3,19,4,3
2945,6,5,5,5,4,4,4,5,3,5,18,4,6
2946,-1,5,5,3,5,5,5,6,1,1,16,4,6
2947,1,4,1,3,3,3,4,5,6,1,-1,4,1
2948,-1,5,5,3,3,5,2,6,5,5,15,4,1
2949,2,1,3,2,2,2,3,1,2,1,14,2,3
2950,1,1,1,1,1,1,1,6,6,1,15,4,1
2951,5,8,8,8,8,8,8,-1,-1,-1,-1,1,4
2952,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,6
2953,4,8,8,8,8,8,8,-1,-1,6,-1,-1,-1
2954,1,3,3,5,1,4,4,1,1,3,18,3,3
2955,3,2,3,1,2,2,3,4,2,3,-1,3,2
2956,6,3,4,1,4,1,2,5,1,5,1,4,6
2958,4,3,3,1,3,2,2,3,4,5,13,4,1
2959,3,1,2,3,2,4,1,3,4,3,20,2,2
2960,6,2,2,2,2,2,2,4,1,1,21,3,6
2961,4,3,-1,3,-1,-1,1,4,4,2,34,2,2
2962,2,1,2,2,2,2,2,4,3,3,-1,3,3
2963,6,5,5,5,4,4,2,6,1,5,13,5,6
2964,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,6
2965,4,5,5,5,5,5,5,6,1,1,19,4,4
2966,4,1,2,1,2,1,2,4,4,4,12,3,4
2967,1,5,5,5,5,5,5,6,1,6,21,2,6
2968,1,1,2,1,1,1,1,2,3,4,30,4,6
2969,5,5,5,5,5,5,5,6,6,5,-1,3,3
2970,6,-1,-1,-1,-1,-1,-1,4,4,4,13,3,4
2971,4,5,5,4,4,4,5,4,1,5,9,4,5
2972,3,2,2,1,1,1,5,6,1,1,1,3,3
2973,6,5,5,5,5,-1,-1,6,6,1,13,3,6
2974,3,5,5,5,5,5,5,3,2,5,10,2,3
2975,6,5,5,5,5,5,5,6,3,4,15,4,6
2976,5,1,4,8,5,5,4,8,2,2,20,3,4
2977,6,5,3,1,1,1,3,6,4,3,15,3,4
2978,3,5,5,5,5,5,5,3,3,6,16,2,1
2979,1,2,3,8,5,8,4,8,1,2,22,4,1
2980,3,2,2,8,2,2,2,2,5,4,21,5,6
2981,6,5,5,8,8,2,5,6,4,4,16,4,6
2982,6,3,4,1,4,4,4,3,5,4,10,4,5
2983,1,2,2,2,2,2,2,2,2,3,17,2,2
2984,2,2,-1,3,2,2,3,3,2,4,-1,2,3
2985,6,5,5,3,3,5,1,6,1,1,9,5,6
2986,3,4,5,2,5,5,5,6,1,1,32,2,1
2987,-1,3,-1,2,2,2,2,6,4,3,19,4,4
2988,3,2,4,2,2,2,3,4,2,2,10,4,4
2989,3,8,8,8,8,8,8,3,4,1,-1,1,1
2990,6,2,2,1,1,3,5,6,1,3,17,3,4
2991,3,1,1,1,1,1,1,1,1,1,17,1,3
2992,5,8,8,8,8,8,8,3,3,3,-1,3,3
2993,6,4,4,5,5,1,5,3,6,6,18,4,6
2994,3,2,1,3,2,2,2,2,4,5,-1,3,4
2995,3,1,2,4,4,3,4,4,5,1,-1,2,6
2996,6,5,5,5,5,5,5,6,1,1,19,5,1
2997,6,8,8,-1,8,8,8,-1,-1,-1,9,3,4
2998,6,2,4,5,2,2,5,4,1,1,19,4,6
2999,-1,5,4,4,5,4,4,6,5,2,99,3,5
3000,4,4,4,4,4,4,4,6,1,1,27,3,1
3001,4,5,5,5,4,5,5,4,2,4,21,4,5
3002,6,1,1,1,1,1,1,6,1,1,0,3,6
3003,5,2,4,2,2,2,4,5,5,-1,14,2,5
3004,4,2,5,1,4,1,8,4,4,4,14,3,4
3005,4,8,8,8,8,8,8,8,1,1,99,2,6
3006,3,5,5,5,5,5,5,5,1,1,6,3,1
3007,6,4,5,3,5,2,5,4,3,4,17,4,5
3008,6,5,5,5,5,5,5,6,1,1,21,4,6
3009,6,2,5,1,1,1,5,1,6,4,16,4,5
3010,3,2,4,1,2,2,3,4,3,4,26,4,5
3012,6,1,5,1,5,1,1,4,6,6,14,3,4
3013,5,4,4,1,5,3,4,4,3,3,16,4,5
3014,6,5,5,5,5,5,5,6,6,1,18,3,6
3015,-1,5,5,5,5,5,5,5,3,3,19,3,3
3016,4,2,3,1,3,4,4,1,3,1,10,2,2
3017,2,4,4,4,4,4,4,6,1,2,18,4,5
3018,1,5,5,5,5,5,5,6,3,3,16,2,1
3019,6,3,4,3,4,5,4,5,5,5,12,4,5
3020,4,5,5,8,5,4,5,6,1,3,16,4,3
3021,6,5,5,5,4,4,3,6,2,3,20,3,6
3022,5,5,5,8,5,4,5,5,4,4,12,4,1
3023,5,5,5,5,5,5,5,6,4,2,7,4,5
3024,3,-1,4,-1,-1,-1,-1,5,4,2,99,4,3
3025,6,5,5,8,5,5,5,6,2,4,6,4,6
3026,5,2,4,2,5,5,5,2,5,5,10,4,5
3027,3,2,2,3,3,2,3,4,4,4,16,3,3
3028,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,13,4,6
3029,2,3,5,5,4,4,4,5,3,3,16,4,4
3030,4,5,5,5,5,5,5,6,6,6,99,4,5
3031,3,2,2,2,2,2,2,2,3,3,99,2,2
3032,6,5,5,5,5,5,5,6,1,1,99,3,6
3033,5,5,5,5,5,5,5,4,3,4,27,2,5
3034,5,2,2,2,1,1,2,3,2,2,21,2,2
3035,1,5,5,5,5,5,5,4,1,1,11,2,6
3036,3,2,2,2,2,2,2,1,1,1,25,2,2
3038,6,4,4,1,4,4,1,6,1,1,18,4,6
3039,6,5,5,5,5,5,5,5,1,1,18,5,5
3040,4,1,2,1,1,1,1,2,4,4,35,3,3
3041,6,5,5,-1,4,3,3,6,5,5,-1,2,1
3042,1,3,3,3,3,3,3,5,3,3,18,3,3
3043,3,2,1,2,4,4,4,3,3,3,26,3,4
3044,2,3,2,4,3,1,4,2,3,1,13,2,3
3045,6,8,8,8,8,8,8,8,3,1,0,3,3
3046,2,1,3,2,2,1,1,1,2,2,25,5,5
3047,6,5,5,5,5,5,5,6,1,2,16,4,6
3048,1,1,1,1,1,1,1,2,1,6,8,1,6
3049,3,2,2,1,1,2,4,4,1,4,99,4,4
3050,6,2,5,1,5,1,2,5,1,4,21,5,6
3051,6,2,3,5,2,2,3,1,4,3,8,2,3
3052,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,99,1,2
3053,4,4,5,4,3,2,3,6,1,2,16,4,4
3054,6,4,4,1,4,4,4,2,1,4,5,4,6
3055,3,2,2,2,2,2,2,4,4,3,20,2,3
3056,6,5,5,5,5,5,5,6,1,6,16,4,6
3057,5,2,5,1,4,4,3,2,2,3,9,4,4
3058,5,4,5,2,5,2,5,5,2,4,10,2,5
3059,6,5,5,5,4,4,4,6,5,5,19,4,5
3060,3,4,5,8,8,5,5,4,4,3,15,2,3
3061,4,4,4,1,4,2,4,6,1,3,16,3,6
3062,4,1,3,1,1,2,3,5,2,4,17,4,5
3063,1,1,2,1,1,1,2,6,1,1,19,3,6
3064,1,8,8,8,8,8,8,8,3,3,18,3,4
3065,6,5,5,5,5,5,5,1,3,3,16,2,6
3066,4,8,8,8,8,8,8,8,1,1,37,2,6
3067,4,2,5,3,3,2,4,4,5,3,18,4,5
3068,-1,2,4,8,8,1,1,6,-1,3,25,4,6
3069,6,4,5,8,4,2,5,4,4,4,16,3,3
3070,5,1,5,2,4,2,3,3,3,2,14,3,1
3071,2,1,2,2,1,1,2,4,3,3,40,2,3
3072,4,5,5,5,5,5,5,5,5,4,12,5,4
3073,4,5,5,1,5,5,5,5,1,3,12,3,4
3074,5,2,3,1,2,2,2,4,1,5,20,4,6
3075,6,2,2,2,2,2,2,6,4,1,15,4,4
3076,5,5,5,5,5,5,5,3,1,4,17,4,5
3077,6,3,5,1,4,2,5,4,1,6,13,4,2
3078,6,5,5,8,3,3,5,1,3,6,7,3,5
3079,3,2,2,2,2,2,2,3,3,3,23,2,3
3080,-1,5,5,5,5,5,5,6,1,1,12,5,1
3081,1,3,2,4,1,3,2,2,4,3,4,4,1
3082,6,1,3,1,2,2,5,3,2,4,19,4,3
3083,6,-1,-1,-1,-1,-1,-1,4,6,1,10,2,1
3085,-1,1,1,1,1,1,1,3,3,2,99,3,3
3086,1,5,5,5,5,5,5,6,4,4,10,4,6
3088,5,5,5,5,3,3,3,3,5,4,99,3,4
3089,3,1,2,3,1,3,3,4,4,4,99,2,3
3090,3,2,2,-1,-1,-1,-1,3,1,1,30,2,2
3091,6,8,8,8,8,8,8,-1,1,1,99,4,6
3092,3,3,3,3,3,3,-1,3,3,3,24,2,2
3093,3,3,3,3,3,3,3,4,4,3,20,2,3
3094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
3095,2,2,2,2,2,2,2,3,3,2,14,2,3
3096,3,1,1,1,1,1,1,3,3,3,18,3,3
3097,5,8,8,8,8,8,8,8,1,1,99,4,6
3098,6,5,5,5,5,5,5,6,1,6,11,4,1
3099,4,8,8,8,8,8,8,6,1,1,99,3,4
3100,-1,4,4,4,4,4,4,5,4,5,99,4,5
3101,3,1,2,1,2,2,2,4,3,3,12,1,2
3102,6,5,5,5,5,5,5,6,6,1,12,3,3
3103,3,3,3,3,3,3,3,4,4,4,99,3,4
3104,3,5,5,5,5,5,5,6,3,3,18,3,3
3105,5,-1,-1,-1,-1,-1,-1,2,3,4,20,2,4
3106,4,3,3,3,3,3,3,5,5,1,16,4,4
3107,6,4,5,1,5,3,4,6,-1,-1,13,1,-1
3108,6,5,5,2,4,2,5,6,1,1,17,4,1
3109,6,4,2,1,1,1,4,3,5,5,16,2,4
3110,5,5,5,5,4,4,5,6,5,5,23,2,-1
3111,5,5,5,8,5,5,5,6,1,1,22,4,5
3112,-1,5,5,8,5,5,8,6,1,1,12,4,1
3113,6,2,5,5,5,5,5,-1,-1,-1,1,4,3
3114,3,5,5,8,5,5,5,3,5,4,13,2,5
3115,5,3,5,5,8,2,4,2,1,4,16,4,2
3116,5,4,4,2,2,1,4,5,4,4,13,5,5
3117,4,2,4,3,1,1,3,5,2,5,19,4,5
3118,2,2,3,2,3,3,3,4,1,1,25,4,1
3119,6,5,3,8,4,1,3,4,6,6,27,4,6
3120,3,5,3,8,2,2,2,6,6,1,17,2,4
3121,-1,8,8,8,8,8,8,-1,-1,1,99,1,3
3122,1,5,5,5,4,5,4,6,1,-1,99,-1,-1
3123,5,5,5,5,5,5,5,6,1,2,10,4,6
3124,6,5,5,5,5,5,5,6,6,1,23,4,6
3125,2,5,5,5,3,5,8,5,2,4,-1,3,4
3126,6,2,4,4,3,3,2,2,4,4,22,4,4
3127,4,5,5,4,4,5,1,2,2,6,5,2,5
3128,6,5,5,5,5,5,5,6,2,2,35,4,5
3129,6,1,1,1,1,1,1,1,1,1,18,4,3
3130,2,8,8,8,8,8,8,-1,-1,2,99,2,5
3131,1,5,5,5,5,5,5,6,1,1,14,4,2
3132,6,5,2,1,1,1,2,5,6,5,18,4,6
3133,6,4,4,5,2,2,5,6,1,3,9,4,5
3134,6,5,5,8,4,8,4,6,4,4,23,4,6
3135,6,-1,4,5,5,5,5,6,4,4,16,4,5
3136,5,8,8,8,8,8,8,8,1,1,-1,4,6
3137,6,4,4,5,3,1,5,4,1,4,19,4,6
3138,3,5,4,4,4,2,8,5,3,3,19,4,5
3139,6,4,4,2,2,1,1,5,1,2,35,4,1
3140,6,4,5,4,4,3,2,6,3,3,19,3,3
3141,1,5,5,5,5,5,5,2,6,4,24,3,4
3142,-1,4,5,4,4,5,5,4,4,4,99,2,2
3143,3,1,1,1,1,1,1,3,1,3,31,2,5
3144,6,5,3,1,1,1,5,6,6,3,16,3,3
3145,6,5,2,8,1,1,2,6,1,1,15,5,6
3146,3,5,5,8,5,5,5,6,1,3,27,2,6
3148,6,4,5,8,5,1,3,2,2,5,19,4,5
3150,6,5,5,5,8,8,5,3,1,1,12,4,6
3151,-1,2,2,2,1,1,1,2,2,4,-1,4,5
3152,4,5,5,5,4,4,4,4,2,4,25,4,4
3153,1,5,5,8,5,8,5,5,5,2,-1,2,6
3154,2,5,5,3,3,3,1,5,3,4,6,4,1
3155,1,5,2,2,5,1,2,5,4,1,-1,4,4
3156,6,4,5,5,4,5,5,6,4,3,12,3,6
3157,4,8,8,8,8,8,8,6,4,2,10,3,1
3158,6,5,5,5,4,8,4,6,1,1,9,4,4
3159,2,5,5,5,5,5,5,6,3,3,14,3,2
3160,5,5,5,5,5,5,5,5,5,4,3,4,6
3161,4,5,5,5,5,5,5,5,1,3,14,3,2
3162,6,5,5,5,5,5,5,6,2,2,13,4,5
3163,5,2,5,5,5,1,4,4,5,5,19,4,5
3164,6,5,5,5,5,4,4,4,3,5,19,4,6
3165,4,5,5,5,5,8,5,6,1,1,3,4,5
3166,6,5,5,5,5,5,5,6,6,5,22,5,6
3167,1,3,3,5,2,4,8,2,2,3,12,2,1
3168,6,5,5,5,5,5,5,5,5,1,15,5,6
3169,6,5,5,5,5,5,5,4,1,1,13,4,6
3170,6,5,5,5,5,5,8,3,1,1,5,3,1
3171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3172,6,2,4,5,8,1,4,6,1,5,10,4,6
3173,-1,5,5,5,5,5,5,-1,5,2,15,4,4
3174,6,5,5,5,5,5,5,5,3,3,10,3,2
3175,4,4,5,5,5,2,5,6,3,3,6,4,4
3176,6,5,5,5,1,2,5,4,3,4,13,4,6
3177,3,5,5,5,1,3,4,4,5,3,13,4,6
3178,6,5,5,5,5,5,5,2,3,4,9,3,6
3179,6,5,5,5,5,5,5,6,1,1,14,4,1
3180,6,5,5,5,5,4,5,6,1,5,18,4,1
3181,5,5,4,5,4,2,4,6,4,4,18,4,6
3182,6,5,5,5,5,5,5,6,1,3,21,4,6
3183,4,3,5,4,5,5,5,5,4,5,20,4,6
3184,-1,4,3,3,4,4,1,5,3,4,-1,2,2
3185,6,2,3,5,5,-1,-1,4,3,3,-1,3,3
3186,3,8,8,8,8,8,8,-1,-1,-1,-1,5,6
3187,6,5,5,1,5,2,5,6,6,-1,25,3,5
3188,4,5,5,5,5,3,3,5,4,3,21,2,3
3189,4,5,5,5,5,5,5,6,3,1,19,-1,-1
3191,6,5,5,8,5,3,5,6,2,5,12,2,3
3192,6,8,4,8,4,4,4,5,3,3,7,4,5
3193,5,2,4,8,1,1,3,2,3,5,12,4,5
3194,6,2,2,2,2,2,2,3,5,5,16,4,5
3195,2,1,2,3,4,-1,5,5,5,4,-1,3,3
3196,2,4,2,1,2,2,2,4,1,1,16,2,3
3197,1,1,1,1,1,1,1,8,1,-1,-1,4,-1
3198,4,5,4,4,5,5,4,4,3,3,-1,3,3
3199,6,8,8,-1,5,5,1,6,2,4,10,-1,2
3200,5,5,5,5,5,5,5,6,1,1,23,3,1
3201,6,5,5,5,5,5,5,6,1,1,5,3,1
3202,3,1,2,1,1,1,1,1,1,1,12,1,1
3203,6,4,4,1,1,2,1,1,6,1,21,4,1
3204,5,4,5,1,2,2,4,4,2,3,9,4,3
3205,5,4,4,8,1,3,4,5,1,3,16,4,3
3206,6,2,5,5,5,2,5,1,4,1,24,4,6
3207,6,5,5,5,5,5,5,5,4,1,8,3,2
3208,6,5,5,5,5,5,5,6,1,4,38,3,5
3209,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3210,3,8,8,8,8,8,8,3,4,2,-1,3,2
3211,2,3,3,4,4,4,5,5,4,-1,-1,-1,-1
3212,6,1,1,1,1,1,1,6,3,3,17,4,6
3213,5,4,4,4,3,2,2,5,3,3,12,3,6
3214,-1,5,5,5,5,5,5,4,4,5,-1,2,2
3215,6,2,4,1,2,1,2,4,1,1,16,2,1
3216,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,2,4
3217,5,5,5,5,5,5,5,1,1,1,15,5,1
3218,6,5,5,5,5,5,5,6,1,1,19,4,6
3219,1,5,5,5,5,5,5,6,6,6,-1,4,1
3220,6,5,5,5,5,5,5,6,1,1,15,3,6
3221,3,2,2,3,2,3,2,3,2,3,-1,3,2
3222,3,4,5,2,5,3,2,6,1,1,21,2,4
3223,6,5,5,5,5,5,5,6,2,2,20,2,6
3224,1,1,1,1,1,1,1,1,1,1,22,5,1
3225,6,2,2,1,1,2,1,2,2,2,18,5,3
3226,6,2,2,2,2,2,2,6,5,5,23,3,6
3227,6,2,5,1,4,3,1,6,4,5,8,4,6
3228,6,5,4,2,2,2,2,6,1,1,17,4,5
3229,5,4,5,8,5,2,5,5,3,4,18,3,6
3230,1,1,1,1,1,1,1,8,1,1,-1,2,6
3231,6,4,5,8,5,8,5,4,4,4,27,4,1
3232,3,1,1,1,1,1,1,8,1,3,-1,2,-1
3233,4,5,5,5,5,5,5,6,6,6,-1,5,6
3234,6,5,5,5,5,5,5,6,3,6,-1,5,6
3235,6,1,4,1,2,2,8,8,4,4,13,5,5
3236,-1,5,2,8,2,-1,2,5,1,1,-1,4,-1
3237,6,5,5,8,8,5,5,6,1,1,10,4,1
3238,6,5,5,5,5,5,5,6,1,4,21,5,4
3239,6,3,4,2,2,2,8,6,5,4,8,5,5
3240,6,4,4,8,4,4,5,6,3,3,30,2,6
3241,6,1,2,5,1,1,1,6,1,2,15,2,6
3242,6,1,2,5,1,1,1,6,1,2,28,2,6
3243,2,2,2,1,2,2,2,3,1,3,26,2,2
3244,6,5,5,5,5,5,5,6,3,1,50,2,6
3245,6,5,2,1,2,3,3,6,1,1,8,5,6
3246,6,2,2,1,3,2,2,3,2,3,37,2,5
3247,6,2,5,2,5,2,5,1,3,4,32,4,6
3248,6,4,5,4,5,4,4,6,4,3,19,4,5
3249,6,4,5,4,5,4,4,6,2,2,9,4,6
3250,6,5,5,3,2,2,3,6,4,3,10,4,6
3251,1,2,2,1,2,2,2,2,1,1,25,4,1
3252,6,5,5,5,5,5,1,3,1,1,8,4,1
3253,1,2,4,1,4,1,1,4,1,1,18,2,5
3254,6,5,5,1,5,5,1,6,4,3,20,4,6
3255,-1,-1,-1,-1,-1,-1,-1,2,3,2,18,4,2
3256,2,1,2,1,1,2,2,3,3,2,20,4,4
3257,6,5,5,5,5,5,5,5,6,6,-1,4,4
3258,6,2,2,5,3,2,5,4,3,3,19,2,4
3259,6,5,5,2,2,2,5,6,1,1,17,4,6
3260,6,4,5,1,4,4,5,1,3,4,14,4,6
3261,6,2,2,1,1,2,2,3,4,-1,-1,2,-1
3262,6,4,4,3,5,4,4,2,1,2,19,2,2
3263,6,5,5,5,5,5,5,6,1,3,17,3,5
3264,6,5,5,5,5,5,5,6,2,4,16,5,5
3265,6,5,5,5,5,5,5,6,6,3,15,3,6
3266,6,5,5,5,5,5,5,4,5,5,16,2,6
3267,6,5,5,5,5,5,5,6,2,1,18,4,6
3268,6,4,4,2,1,4,5,4,1,1,17,2,6
3269,6,4,4,4,5,1,1,6,1,1,23,4,6
3270,6,5,5,5,1,1,5,6,1,1,22,4,6
3271,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,99,2,6
3272,6,2,2,2,2,2,2,3,1,2,21,2,4
3273,6,4,5,2,2,4,4,6,1,2,16,5,6
3274,6,5,5,5,5,5,5,6,5,5,19,4,3
3275,6,2,5,1,2,2,2,6,1,1,26,2,6
3276,-1,1,1,1,1,1,1,1,6,2,13,1,1
3277,1,5,5,5,5,5,5,6,6,6,5,1,3
3278,1,5,3,1,5,4,4,6,6,4,-1,3,6
3279,6,4,5,8,5,8,5,4,1,3,16,4,5
3280,3,2,2,1,1,1,2,-1,3,3,20,3,4
3281,6,2,2,2,2,2,2,2,3,3,18,2,3
3282,6,2,4,1,5,1,3,2,5,2,18,4,6
3283,6,5,5,2,4,2,5,6,1,1,16,4,6
3284,6,5,4,8,5,5,8,5,3,3,18,4,1
3285,6,-1,5,5,-1,1,-1,8,1,1,10,5,-1
3286,-1,4,4,2,1,4,3,6,1,1,13,3,5
3287,6,2,5,1,2,2,3,3,1,1,21,2,6
3288,-1,1,1,1,1,1,1,8,6,6,15,2,1
3289,6,5,5,5,5,5,5,5,4,4,7,3,4
3290,4,3,5,2,5,1,5,5,2,6,12,2,6
3291,6,5,1,2,1,2,4,1,1,1,18,4,-1
3292,6,4,4,1,5,4,4,6,2,2,16,1,6
3293,5,5,5,5,5,5,5,5,1,1,14,4,1
3294,6,5,5,5,5,4,5,6,2,2,11,4,3
3295,3,2,4,1,4,2,4,1,4,5,18,2,5
3296,6,5,5,5,5,5,5,5,1,1,14,4,3
3297,5,5,5,5,5,5,5,6,4,4,18,4,5
3298,5,5,5,8,5,4,5,4,1,1,15,4,3
3299,6,4,5,1,3,2,1,6,4,5,16,4,3
3300,6,5,5,5,8,5,5,6,1,2,18,3,5
3301,2,4,5,4,5,4,4,4,5,5,3,1,6
3302,4,5,5,8,4,3,4,3,3,5,21,4,2
3304,4,8,8,8,8,8,8,-1,1,1,99,2,3
3305,4,5,5,3,4,2,5,6,1,5,21,1,2
3306,6,5,5,8,5,8,5,6,2,2,16,2,2
3307,5,5,5,8,5,5,5,6,5,5,25,3,6
3308,2,4,5,5,5,5,5,5,2,4,20,4,6
3309,6,8,8,8,8,8,8,-1,4,1,99,-1,-1
3310,4,8,8,8,8,8,8,8,2,1,99,2,6
3311,6,2,5,1,5,5,4,2,5,6,15,2,5
3312,5,4,5,8,5,4,5,5,4,4,10,3,5
3313,5,5,5,8,5,5,5,5,1,1,17,3,5
3314,4,4,4,2,1,1,2,2,1,3,17,3,5
3315,6,5,5,8,5,5,5,6,5,4,13,2,6
3316,6,5,5,5,5,5,5,1,1,1,25,3,5
3317,6,5,5,5,5,5,5,6,5,4,12,2,6
3318,3,4,4,8,4,4,4,4,1,1,19,4,1
3319,4,5,3,8,5,2,3,6,5,5,28,4,3
3320,6,2,1,1,1,2,2,3,1,1,24,2,1
3321,5,5,5,1,5,4,5,6,-1,2,14,3,4
3322,6,3,4,2,4,2,8,6,3,3,12,1,6
3323,6,8,8,8,8,8,8,-1,-1,2,-1,3,6
3324,6,2,4,1,5,4,2,6,1,1,22,4,6
3325,1,5,5,-1,5,-1,5,4,1,1,20,2,3
3326,-1,2,3,3,3,3,3,3,3,3,10,3,6
3327,1,3,4,3,4,4,1,3,2,1,99,3,1
3328,6,5,5,5,5,5,5,6,5,5,14,3,6
3329,5,5,5,5,5,4,1,5,4,4,12,4,2
3330,5,5,5,4,5,4,5,6,2,2,14,3,3
3331,5,5,5,8,5,5,8,4,6,6,22,2,6
3332,5,5,5,4,4,4,4,5,3,3,20,1,2
3333,6,5,5,5,5,5,5,6,2,1,-1,1,4
3334,5,3,5,8,5,2,5,5,1,1,7,2,5
3335,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
3336,6,5,5,5,5,5,5,4,3,2,16,2,2
3337,6,4,4,1,2,2,2,5,2,2,27,4,5
3338,5,4,4,8,1,1,4,5,4,3,31,3,5
3339,1,5,5,5,5,5,5,6,-1,-1,-1,-1,-1
3340,6,4,4,2,2,2,4,6,4,4,12,3,4
3341,5,5,1,3,2,2,4,4,1,5,12,4,4
3342,6,5,5,5,5,5,5,6,1,1,25,3,4
3343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,-1,-1
3344,6,3,2,1,1,1,1,6,1,4,37,2,6
3345,3,4,4,8,3,2,4,5,1,2,21,2,3
3346,6,8,8,8,8,8,8,-1,-1,1,99,3,1
3347,2,5,5,8,2,8,8,1,2,2,13,-1,1
3348,5,4,5,8,4,4,5,4,1,3,12,2,5
3349,3,4,4,8,4,4,8,6,3,2,8,3,2
3350,6,4,4,8,2,1,8,4,2,2,18,2,5
3351,6,5,5,8,5,5,5,4,1,1,5,4,2
3352,6,5,5,8,5,-1,5,6,-1,-1,5,2,2
3353,6,5,4,4,4,1,4,6,4,4,16,2,6
3354,3,2,2,8,2,2,2,6,4,4,11,2,4
3355,6,5,5,4,5,5,5,6,1,2,8,4,5
3356,4,8,8,8,8,8,8,-1,-1,1,-1,3,4
3357,4,1,2,1,2,1,1,4,1,1,20,2,5
3358,6,2,4,-1,4,1,4,3,1,4,20,4,4
3359,4,5,5,8,2,5,2,6,1,1,8,2,3
3360,6,4,3,2,3,4,5,3,2,3,13,1,6
3361,5,4,4,8,8,4,8,6,1,1,14,4,1
3362,6,5,5,-1,-1,-1,5,6,1,1,11,4,1
3363,5,5,5,5,5,2,5,4,2,3,17,4,4
3364,6,5,5,5,5,5,5,6,1,2,18,4,5
