,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
2824,2,1,3,3,3,1,1,1,3,4,4,5,2,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,3,1,1,1,3,1,1,1,1,6,3,6,5,6,6,1,-1,-1,-1,-1,-1,2,3,4,3,6,2,2,4,5,4,4,3,2,3,2,2,2,3
2826,1,1,2,3,-1,1,1,1,6,3,3,4,5,4,5,2,2,2,2,2,2,1,2,3,4,3,1,1,1,2,3,3,1,1,1,2,3,2,1
2827,2,7,7,2,-1,-1,6,1,4,6,6,6,2,1,2,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2828,1,4,3,2,2,1,4,1,6,5,2,5,3,4,6,1,2,1,1,1,1,2,2,6,6,6,6,1,3,4,6,6,3,2,3,4,5,5,4
2829,6,3,3,3,2,1,1,1,3,6,5,6,3,3,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2830,3,3,4,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,3,-1,2,2,5,6,1,2,2,-1,5,5,1,2
2831,6,4,4,3,3,1,3,1,6,5,5,6,4,3,6,1,1,1,2,2,1,2,2,3,3,2,2,1,1,2,2,1,1,2,2,2,2,1,1
2832,4,4,1,2,-1,1,1,1,6,6,3,6,1,6,5,1,2,2,1,1,2,3,3,6,6,6,6,-1,-1,-1,-1,-1,-1,1,1,6,6,6,6
2833,6,2,3,1,1,1,6,1,6,6,6,6,5,6,6,1,1,2,1,1,1,2,4,6,6,6,2,3,4,-1,6,2,2,3,3,3,6,3,2
2834,1,7,7,1,1,1,5,1,6,6,6,6,3,5,5,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2835,3,2,2,3,-1,1,2,1,2,3,3,4,3,4,5,1,2,2,3,1,1,2,2,2,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2
2836,6,4,2,3,4,1,2,1,6,6,6,6,4,4,6,2,2,8,8,8,1,2,6,4,6,6,4,3,5,2,4,2,5,2,6,6,6,2,6
2837,1,1,2,3,-1,1,6,1,6,6,3,2,4,6,6,-1,-1,2,-1,-1,2,2,3,4,3,1,2,1,-1,2,3,1,2,1,4,3,1,1,1
2838,1,4,3,2,2,1,6,1,6,6,4,3,3,6,5,1,2,1,2,1,2,3,4,5,6,1,2,1,4,4,6,1,4,1,5,4,6,2,5
2839,5,2,4,1,1,1,1,1,3,2,4,4,1,2,3,1,-1,2,2,2,2,1,4,5,2,2,2,1,5,5,2,2,2,1,5,5,2,2,2
2840,3,2,3,2,2,1,1,1,6,6,6,6,6,6,6,1,1,2,1,1,1,3,3,6,6,6,2,3,3,6,6,6,2,3,3,6,6,6,2
2841,6,3,5,3,1,1,3,1,6,3,3,3,3,6,4,8,8,2,8,8,2,1,2,4,6,2,1,1,2,4,5,2,1,1,3,4,5,2,1
2842,5,6,6,3,1,1,1,1,1,5,3,5,3,3,3,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,2,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1
2843,5,5,4,3,2,1,1,1,6,6,4,5,3,6,6,2,2,2,1,1,2,2,4,4,4,2,2,3,3,4,4,2,2,2,4,4,4,2,2
2844,3,2,3,2,2,1,3,1,6,6,5,5,2,5,5,1,1,2,1,1,2,2,3,5,6,2,2,2,3,3,4,2,1,2,2,3,4,1,1
2845,4,4,4,-1,3,1,3,1,2,5,4,3,3,2,4,2,2,2,2,2,2,1,2,3,5,3,1,1,4,3,5,1,1,-1,2,5,5,-1,1
2846,1,2,3,-1,2,1,3,1,6,5,2,5,3,6,6,1,1,1,1,1,1,1,5,5,6,6,2,1,3,1,6,6,6,3,3,3,6,6,6
2847,3,4,4,3,-1,1,3,-1,3,3,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3
2848,4,3,5,3,4,0,2,0,4,2,2,2,1,4,4,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,3,2,1,2
2849,2,3,2,-1,1,1,1,1,6,6,6,6,3,4,4,2,2,2,2,2,2,1,2,1,5,6,1,1,1,1,2,1,1,1,1,1,1,1,1
2850,3,2,4,1,1,1,1,1,6,1,6,1,3,6,6,1,1,1,2,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,6,6,1,1
2851,4,2,3,1,2,1,2,1,3,3,3,5,3,3,4,1,1,1,1,2,1,4,4,6,6,1,2,2,6,6,6,1,2,2,2,6,6,3,-1
2852,2,3,4,4,-1,1,6,1,6,6,6,6,1,4,4,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2853,2,3,3,3,2,1,6,1,6,6,3,6,2,5,4,1,1,2,1,1,2,2,2,6,6,1,1,2,2,4,5,1,1,2,2,4,5,1,1
2854,2,1,1,1,-1,1,1,0,5,1,1,1,4,3,3,1,1,1,1,1,1,1,-1,-1,-1,3,4,1,2,-1,2,3,3,2,3,3,-1,3,3
2855,6,5,3,3,3,1,5,1,6,6,6,6,5,6,5,2,2,2,8,8,2,4,5,6,6,1,6,4,6,6,6,1,6,4,5,6,6,1,6
2856,1,3,6,1,-1,-1,-1,-1,-1,6,3,4,3,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1
2857,4,5,6,3,3,1,1,1,6,6,6,5,4,5,5,2,2,2,2,2,2,2,5,6,6,2,3,2,4,6,6,1,2,2,4,6,6,6,2
2858,6,4,3,3,2,1,2,1,6,2,2,2,6,6,6,1,1,1,1,1,1,2,4,4,4,3,2,2,3,3,3,3,2,2,3,4,4,3,1
2859,6,6,6,3,3,1,2,1,6,1,1,6,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2860,6,6,6,2,3,1,6,1,4,6,4,6,6,6,6,2,2,2,2,2,2,2,2,5,6,4,4,3,3,6,6,4,4,3,3,3,3,3,3
2861,6,6,6,5,5,1,6,0,1,6,2,3,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2
2862,2,4,3,2,3,1,2,-1,2,6,6,1,2,3,2,1,2,2,2,2,1,2,4,1,1,1,3,-1,-1,3,-1,4,4,2,1,2,2,3,3
2863,2,1,4,2,2,1,2,1,6,5,6,5,2,3,3,1,1,1,1,1,1,1,4,3,2,1,1,2,3,4,4,2,-1,1,1,1,1,1,1
2864,4,1,5,2,1,1,1,1,6,6,4,5,3,4,4,1,1,1,1,1,1,2,2,5,-1,1,1,2,2,6,6,1,1,1,2,2,-1,1,1
2865,3,3,3,2,3,1,6,1,6,6,5,6,4,6,5,2,-1,2,2,2,2,2,4,6,3,4,5,2,4,5,-1,4,5,3,2,4,4,3,4
2866,4,3,3,4,3,1,2,0,1,4,2,4,3,2,3,2,2,2,1,2,-1,1,3,5,6,5,1,1,2,3,6,3,1,1,3,6,6,2,1
2867,6,6,6,5,3,1,6,1,6,6,6,6,6,6,6,1,1,1,1,2,1,3,6,6,6,6,6,3,6,6,6,6,6,2,2,2,2,2,3
2868,6,2,6,1,3,1,4,-1,6,6,6,5,6,6,6,2,2,2,2,2,2,6,6,4,5,4,5,3,5,3,6,2,4,3,5,4,2,4,6
2869,4,6,4,-1,4,1,2,1,4,6,6,6,4,4,4,1,1,1,1,1,1,1,4,5,6,2,2,1,3,5,5,5,2,1,1,3,5,2,1
2870,4,5,5,3,3,1,1,1,1,6,3,4,3,3,5,1,1,1,1,1,1,1,3,3,6,1,1,2,2,4,4,2,6,2,2,2,2,2,2
2871,1,1,1,1,1,1,1,-1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,4,6,1,1,1,6,6,6
2872,1,6,6,-1,-1,1,5,1,6,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1
2873,2,1,2,3,1,1,4,1,4,2,1,3,3,2,3,-1,2,-1,-1,-1,-1,1,1,2,6,5,1,1,5,2,5,4,1,1,1,2,5,5,1
2874,6,6,6,3,3,1,3,1,2,3,1,2,4,4,4,2,2,2,2,2,2,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1
2875,1,3,6,3,3,1,3,1,4,6,4,5,3,4,3,2,2,2,2,2,2,3,4,5,5,1,3,2,2,2,3,1,3,2,3,4,4,1,2
2876,3,2,3,-1,-1,0,1,-1,-1,5,1,2,4,4,4,2,2,2,2,2,2,2,3,6,6,1,2,2,3,6,6,5,4,2,3,6,6,2,2
2877,3,6,4,2,2,1,6,1,3,1,1,1,2,2,2,2,2,1,2,1,2,2,3,2,5,3,5,3,2,4,2,4,2,3,2,4,3,3,5
2878,6,1,2,2,2,1,2,1,4,5,5,5,6,6,6,2,2,1,2,2,1,3,6,6,6,4,2,2,4,4,4,1,1,2,3,3,2,2,1
2879,3,4,5,2,2,1,3,1,3,2,2,2,5,5,4,1,1,1,2,1,1,2,3,3,5,4,3,2,3,5,-1,4,2,2,2,5,6,4,5
2880,1,1,1,3,2,1,1,1,6,1,2,3,1,2,2,2,1,3,1,1,2,1,2,3,4,1,2,3,2,5,1,3,3,4,3,2,-1,3,4
2881,2,2,2,3,3,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,6,6,6,1,3,2,2,6,6,6,6,4,4,4,4,4,4
2882,2,6,6,2,1,1,1,1,5,6,6,6,3,6,6,2,1,3,1,3,1,1,3,6,6,1,1,1,6,1,5,1,1,1,6,1,6,1,1
2883,6,4,5,3,3,1,2,0,3,2,5,3,5,6,3,2,2,3,1,8,8,4,4,6,4,5,3,3,4,3,6,6,3,4,3,4,3,4,6
2884,6,2,3,3,-1,1,6,1,6,6,6,6,6,6,6,1,2,1,1,1,1,3,3,2,6,1,6,4,4,6,6,4,6,4,5,6,6,4,6
2885,6,3,6,5,3,1,6,1,6,3,2,6,6,6,6,1,2,1,1,1,1,3,3,2,6,1,6,4,4,6,6,5,6,4,5,6,6,4,6
2886,1,3,2,-1,-1,1,1,1,1,4,1,1,1,1,6,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2
2887,4,1,2,-1,3,1,6,1,6,6,6,6,5,4,4,2,2,2,2,2,1,2,2,4,4,2,2,2,3,6,6,2,2,2,3,6,6,6,2
2888,1,1,1,1,1,1,1,1,-1,6,3,6,2,2,3,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,2,6,6,1,1,1,1,1,1,1,1
2889,4,5,5,3,5,-1,6,0,3,1,1,1,1,2,2,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2890,1,1,2,-1,3,1,6,1,6,5,4,5,6,5,6,2,1,2,2,2,1,2,5,6,6,6,2,1,3,2,-1,-1,2,1,3,2,-1,-1,2
2891,2,2,1,2,5,-1,2,0,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,1,1,1,1,2,1
2892,1,2,1,3,2,1,2,1,6,3,2,3,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2
2893,2,2,3,3,2,-1,2,1,6,3,1,3,6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,5,2,1,1,1,1,2,1
2894,1,2,3,-1,3,1,2,1,1,3,1,4,6,5,5,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2,-1,-1,3,1,1,1,1,1,1
2895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,1,2,1,2,2,3,2,2,1,2,2,3
2896,2,1,3,3,3,1,5,1,6,3,4,3,1,3,4,2,3,8,8,8,3,1,2,1,2,2,3,4,4,5,6,6,6,2,3,4,4,4,4
2897,6,6,2,3,3,1,6,1,-1,3,2,6,5,6,6,2,2,2,2,2,2,2,3,5,5,1,2,2,2,5,5,1,2,2,2,5,5,1,2
2898,1,1,-1,-1,-1,1,3,1,3,5,2,5,3,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2899,6,5,3,1,4,1,6,1,6,6,4,4,4,4,3,1,1,1,2,1,1,2,2,2,4,1,2,2,2,1,5,1,2,1,2,1,2,1,1
2900,4,3,3,3,2,1,1,1,6,6,5,6,5,5,5,2,1,2,1,1,2,2,3,6,6,6,2,2,4,6,6,6,2,2,4,6,6,6,2
2901,3,6,4,3,3,1,4,1,4,3,2,4,3,3,2,2,2,2,2,2,1,2,2,3,3,3,3,1,3,3,3,3,3,4,4,4,3,3,3
2902,6,4,4,3,2,1,3,1,6,1,1,6,6,1,6,3,2,2,2,2,2,5,4,5,5,4,5,2,3,2,5,5,5,6,6,4,3,4,6
2903,5,-1,-1,2,2,1,6,1,6,6,6,6,3,3,3,1,1,2,2,2,2,1,2,4,6,4,6,3,-1,6,-1,4,6,1,1,1,1,1,1
2904,6,5,6,-1,-1,1,1,1,6,6,3,3,3,6,6,2,2,2,2,2,2,1,2,3,1,3,3,1,2,3,1,2,2,3,2,4,3,2,3
2905,3,4,4,3,3,1,2,1,6,4,4,4,4,4,4,2,2,1,3,2,2,1,1,2,3,-1,3,2,5,2,2,2,3,2,2,2,2,2,4
2906,1,2,3,2,2,1,3,1,3,3,2,4,3,6,6,2,1,1,1,2,1,2,2,4,3,1,2,3,3,2,2,3,3,1,2,3,3,2,2
2907,6,6,6,2,2,1,1,1,1,2,2,3,5,5,5,2,2,2,2,2,2,5,5,6,6,6,4,5,5,6,6,6,4,4,5,6,6,6,4
2908,4,5,5,3,3,0,3,-1,5,2,-1,-1,3,-1,-1,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,3,3,3,3,3,3,6,6,6,6,6,6
2909,-1,3,3,3,3,1,5,1,6,2,1,2,1,5,6,2,1,2,2,2,1,1,2,2,5,1,1,1,3,2,3,5,3,2,1,1,1,1,1
2910,3,3,4,1,1,1,6,1,6,1,1,1,6,6,6,1,1,2,-1,1,1,2,2,2,2,2,2,4,3,3,5,3,4,2,3,4,4,3,2
2911,6,6,6,3,2,1,-1,-1,6,6,3,6,6,1,4,2,2,2,2,2,2,1,2,3,4,1,2,1,3,4,4,1,1,1,2,3,3,3,3
2912,2,3,3,1,2,1,2,1,1,1,6,6,2,3,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,2,2
2913,6,7,1,3,2,1,-1,1,6,3,3,6,3,1,6,2,2,2,2,2,2,2,1,6,6,1,1,1,1,1,1,1,1,1,1,6,4,1,1
2914,6,6,6,3,4,1,4,1,3,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,5,4,2
2915,2,4,3,1,1,1,5,1,6,6,5,6,5,6,6,1,1,1,1,1,1,4,4,6,6,1,5,6,5,6,6,6,6,6,6,6,4,3,2
2916,3,4,3,2,3,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2917,5,1,6,3,3,1,4,1,6,6,3,4,5,6,6,2,2,2,2,2,2,3,5,5,6,6,5,4,6,6,6,6,5,3,6,6,6,6,5
2918,4,1,2,1,3,1,6,1,6,3,2,3,2,2,3,8,8,1,1,8,2,1,2,5,6,2,1,1,2,4,6,2,1,1,2,4,6,2,1
2919,3,3,3,3,3,1,2,-1,2,3,3,3,2,2,2,2,3,2,3,2,1,1,2,3,4,5,4,1,2,2,3,3,3,3,4,-1,4,2,3
2920,-1,1,3,2,2,0,3,-1,2,2,2,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2921,2,7,7,5,3,-1,5,0,6,6,4,2,3,2,5,8,8,8,8,8,8,1,1,1,1,1,3,1,2,6,2,2,2,2,2,3,-1,2,2
2922,1,1,2,3,2,1,5,1,2,2,3,2,2,1,4,1,2,2,2,1,2,2,3,3,5,5,4,3,3,4,4,3,3,3,3,3,3,3,3
2923,1,1,2,2,1,1,2,1,2,6,6,6,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2924,2,2,2,2,2,1,3,-1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3
2925,6,6,6,4,4,1,1,1,6,6,1,6,4,6,6,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,3,4,3,4,3,3
2926,6,7,3,1,2,1,1,1,6,1,4,6,2,2,3,1,1,1,1,1,1,4,4,6,6,6,4,4,4,6,6,6,4,4,6,6,6,4,4
2927,4,2,6,3,2,1,5,1,5,5,4,5,4,6,6,2,1,1,2,2,2,3,2,6,6,5,1,3,4,4,6,5,2,2,2,1,2,3,1
2928,5,6,2,3,3,1,4,1,6,3,6,6,5,5,5,2,2,8,2,2,8,1,1,1,6,6,6,2,1,1,6,6,6,-1,-1,-1,-1,-1,-1
2929,1,1,1,2,2,0,1,0,3,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,-1,3,2,3,2,2,2,2,2,2,2,2
2930,2,4,1,2,3,0,2,-1,3,3,1,4,3,3,2,2,1,3,3,3,3,2,2,5,3,4,5,1,2,3,4,3,5,2,3,1,4,3,4
2931,1,3,3,1,-1,1,4,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,-1,1,1,1
2932,4,4,5,3,3,1,4,1,4,2,6,4,2,3,1,1,2,3,2,3,2,3,6,6,4,3,2,-1,3,4,5,3,2,2,5,3,-1,-1,6
2933,6,3,4,-1,2,1,5,1,6,6,2,3,4,1,3,1,2,1,1,2,1,3,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1
2934,4,1,2,3,2,1,3,1,6,6,6,6,6,6,6,1,1,2,1,1,1,3,4,6,6,1,4,3,3,3,3,3,3,3,3,4,6,3,2
2935,6,4,4,4,4,1,4,-1,4,2,3,3,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
2936,1,1,1,2,3,1,1,1,6,6,2,6,1,1,3,1,1,8,8,8,8,1,1,2,6,1,1,1,2,2,6,1,1,2,4,2,6,2,1
2937,6,3,6,1,3,1,6,1,6,6,5,6,6,6,6,1,1,2,1,1,1,1,1,1,2,1,1,1,3,2,1,3,1,1,2,1,1,2,1
2938,6,6,6,3,4,0,6,1,5,1,1,3,1,3,5,2,2,3,3,2,2,2,3,4,5,6,5,2,3,4,3,4,3,2,3,3,3,2,1
2939,2,6,1,4,3,1,2,1,1,5,2,4,2,3,3,1,8,8,2,8,2,1,3,1,4,1,1,1,2,1,3,2,1,1,2,1,3,1,1
2940,6,3,4,3,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,2,2,2,2,2,2,3,5,2,6,6,2,4,6,2,6,2,2,2,2,2,2,2,2
2941,2,1,3,2,2,1,1,1,6,4,4,6,5,4,4,1,1,1,1,1,1,2,3,3,6,1,2,2,2,1,6,1,2,2,2,2,6,1,2
2942,4,6,6,2,2,1,5,1,4,1,1,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
2943,2,2,6,3,3,1,6,0,6,6,6,6,1,1,1,2,2,2,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2944,5,5,4,2,2,1,3,1,4,6,6,5,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2945,4,6,6,3,3,1,4,1,6,6,4,6,3,5,6,1,1,2,2,1,1,3,4,5,6,3,2,3,3,6,6,3,2,2,4,6,6,3,2
2946,6,5,5,3,3,1,2,1,5,3,2,2,4,3,3,2,2,2,2,2,2,1,4,6,6,2,2,1,2,6,6,4,2,1,2,5,3,3,3
2947,6,2,3,2,-1,1,6,1,6,2,2,5,2,2,4,1,1,1,1,1,1,1,2,3,5,1,2,2,3,2,3,1,1,1,2,2,2,1,1
2948,1,7,7,-1,-1,1,3,1,6,6,6,6,1,6,6,2,2,2,2,2,2,2,2,6,6,2,5,2,2,6,6,2,5,2,2,6,6,2,5
2949,1,2,3,3,1,1,6,1,5,1,1,1,2,5,4,1,2,1,1,2,8,3,2,3,2,-1,2,2,1,2,3,5,5,2,1,3,2,2,3
2950,6,-1,6,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2951,2,3,3,3,3,1,4,1,4,5,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,2,2,2,2
2952,6,3,2,3,3,1,6,1,1,6,3,6,4,4,4,1,1,1,1,1,1,1,3,2,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2
2953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,4,1,2,2,3,2,6,4,2,2,3,2,4,2,2
2954,1,1,1,3,3,1,6,1,6,3,3,3,3,3,3,2,2,2,2,3,2,2,3,4,2,-1,3,2,3,2,4,3,5,3,3,4,6,1,4
2955,3,2,2,2,2,1,2,-1,2,2,3,3,2,2,2,2,2,1,2,2,2,2,3,3,2,2,3,3,2,2,3,3,2,-1,3,3,2,2,3
2956,6,6,6,3,3,1,6,1,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,6,6,1,2,2,5,6,6,-1,2,6,6,6,6,6,6
2958,6,4,3,3,-1,1,1,1,3,-1,3,3,2,4,3,2,2,2,2,1,1,2,4,6,5,1,2,2,3,5,6,1,2,1,2,4,4,1,2
2959,2,2,3,2,2,1,2,-1,3,2,1,3,2,4,2,1,2,2,3,1,1,1,3,2,5,4,-1,2,-1,4,3,2,3,1,2,5,2,3,2
2960,6,5,5,3,3,1,-1,1,6,4,4,4,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5
2961,2,3,3,3,3,0,2,1,3,2,3,3,3,3,5,2,2,2,3,8,8,2,3,4,4,3,2,2,3,4,-1,3,2,3,1,4,3,4,4
2962,2,3,3,3,2,1,2,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,1,2,3,4,5,6
2963,1,2,4,3,3,1,1,1,6,6,3,6,3,5,2,2,2,2,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,1
2964,1,1,3,-1,-1,1,1,1,3,6,2,4,6,4,6,8,2,1,1,1,2,1,3,3,1,1,1,1,3,3,1,1,1,2,2,1,1,1,1
2965,-1,2,6,3,2,1,2,1,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,2,1,1,1,1,1,1,1
2966,4,2,2,3,3,1,4,1,4,1,1,1,2,2,2,1,1,2,2,3,3,5,3,4,3,6,1,1,2,3,4,5,6,6,5,4,3,2,1
2967,1,6,1,1,2,1,6,1,6,6,6,6,5,5,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4
2968,2,6,5,2,2,1,4,1,2,6,6,6,3,3,3,1,1,1,1,1,1,1,4,2,4,1,1,2,4,5,4,3,2,1,4,2,4,1,1
2969,6,3,4,3,3,1,4,1,4,3,3,3,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,-1,3,4,4
2970,2,2,2,2,3,1,4,1,4,6,6,6,6,6,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,1,2,5,5,5,5,4
2971,6,1,3,2,1,1,1,1,6,6,6,6,4,6,4,1,1,1,1,1,1,2,2,4,5,3,2,2,2,4,4,3,2,2,2,4,4,2,2
2972,1,2,3,3,3,1,1,1,6,3,4,6,3,3,3,2,1,2,2,2,2,1,2,6,6,1,1,1,2,6,-1,1,1,1,2,6,6,1,1
2973,6,4,6,3,3,1,6,1,6,3,3,3,6,6,6,2,2,2,2,2,2,4,4,4,6,4,1,4,4,4,6,1,1,4,4,4,6,1,1
2974,1,1,2,2,2,1,6,1,6,6,2,3,4,4,5,2,1,1,1,1,1,2,4,6,6,1,2,1,2,6,3,1,1,1,2,6,4,1,1
2975,6,6,6,3,3,1,6,1,6,6,4,5,4,5,6,2,2,2,2,2,2,2,6,6,6,6,2,1,6,6,6,6,6,1,6,6,6,6,1
2976,1,1,2,2,-1,1,2,1,6,3,3,5,4,3,2,1,1,1,8,1,1,1,2,3,4,1,1,1,2,2,2,1,1,1,1,2,1,1,1
2977,2,2,3,3,2,1,2,1,6,6,2,6,5,6,6,2,1,2,1,1,2,2,2,2,6,4,2,2,2,5,6,2,2,2,2,2,6,4,2
2978,6,2,3,3,3,1,3,1,4,6,6,6,6,6,6,1,1,1,1,1,1,2,6,4,6,3,1,2,6,5,5,3,1,1,3,4,5,1,1
2979,1,7,7,1,2,1,3,1,6,3,1,6,1,1,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2980,6,2,1,3,2,1,1,1,5,6,3,3,4,4,4,1,3,-1,1,1,1,1,5,6,6,6,2,3,3,6,6,6,2,3,3,3,3,3,3
2981,1,2,2,2,3,1,6,-1,6,6,6,6,4,4,4,1,1,1,1,1,1,1,1,6,6,6,2,1,2,6,6,6,6,1,1,1,1,1,1
2982,6,6,6,2,2,1,6,1,3,6,6,6,4,4,4,1,1,2,2,2,1,2,2,3,3,2,1,2,2,2,-1,3,3,2,6,6,6,6,1
2983,3,3,4,2,2,1,4,-1,2,3,3,1,1,1,2,2,2,2,2,2,1,3,3,2,2,3,3,1,2,2,1,1,3,2,2,2,1,1,1
2984,3,4,5,3,3,1,5,1,3,2,5,2,2,3,2,2,-1,1,2,2,3,2,4,3,2,3,2,4,3,2,2,3,3,3,2,2,-1,3,2
2985,6,5,4,-1,1,1,2,-1,6,2,3,1,5,6,6,2,2,2,2,2,2,1,6,6,6,1,1,4,4,4,-1,1,5,3,5,4,4,1,3
2986,3,4,3,-1,2,1,6,1,6,6,5,6,3,3,3,1,1,1,1,1,1,2,2,3,3,3,2,2,2,3,3,3,2,-1,-1,-1,-1,-1,-1
2987,5,3,3,2,-1,1,2,1,3,6,3,5,6,6,6,2,1,2,2,2,2,4,4,6,6,1,2,4,4,4,4,1,2,3,2,4,4,1,2
2988,3,2,4,2,2,1,2,1,6,3,2,3,1,2,2,1,1,1,1,1,1,2,5,6,6,2,1,4,4,6,4,4,4,1,3,6,6,1,1
2989,1,3,2,-1,-1,1,1,1,1,6,5,6,2,5,5,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2990,3,2,2,2,2,1,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,2
