,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
4015,4,4,4,3,3,8,8,4,6
4016,1,1,1,1,1,2,7,4,1
4017,1,1,1,1,1,1,7,1,1
4018,3,4,4,4,4,2,2,-1,7
4019,4,4,4,4,4,2,2,4,8
4020,-1,4,-1,4,-1,8,8,1,4
4021,1,1,1,1,1,1,7,4,1
4022,1,1,1,1,1,8,7,4,1
4023,3,3,-1,3,-1,-1,-1,4,2
4024,1,1,1,1,1,6,6,1,1
4025,4,4,4,4,4,1,8,-1,-1
4026,3,3,2,3,2,1,1,4,4
4027,-1,-1,-1,-1,-1,-1,-1,3,7
4028,-1,-1,-1,-1,-1,-1,-1,4,3
4029,2,2,2,2,2,1,7,4,1
4030,1,1,1,1,1,8,8,1,1
4031,2,3,3,2,2,2,2,4,2
4032,1,1,2,1,1,1,7,4,2
4033,4,4,4,4,4,2,8,5,8
4035,2,4,2,4,2,2,7,4,1
4036,1,1,1,1,1,5,5,4,1
4037,1,1,1,3,1,2,6,3,1
4038,1,1,1,1,1,5,5,-1,1
4039,4,4,4,4,4,2,8,-1,-1
4040,3,3,3,3,3,2,2,2,6
4041,1,1,1,1,1,7,7,4,3
4042,2,3,4,3,3,1,2,3,6
4043,2,2,2,3,1,2,2,5,4
4044,4,4,4,4,4,8,8,1,8
4045,1,1,1,4,1,8,8,5,1
4046,3,4,3,3,3,2,2,6,7
4047,1,1,1,1,1,1,6,4,1
4048,4,4,4,4,4,1,-1,3,8
4049,3,3,3,3,3,4,-1,4,4
4050,1,1,3,1,1,-1,-1,5,6
4051,1,1,1,1,1,2,2,7,7
4052,3,4,4,4,4,2,2,7,6
4053,4,4,4,4,3,2,8,7,8
4054,3,3,3,3,4,1,7,6,-1
4055,4,4,2,3,3,8,8,1,7
4056,3,2,3,3,3,7,7,4,8
4057,4,4,4,4,4,2,8,1,8
4058,3,3,3,3,3,2,2,1,7
4059,4,4,4,4,4,2,-1,-1,8
4060,3,3,3,3,2,7,8,4,8
4061,3,4,4,4,4,8,8,7,8
4062,4,4,4,4,4,2,2,6,8
4063,4,3,3,4,3,8,8,4,6
4064,4,4,4,4,4,2,2,7,8
4065,4,4,4,4,4,2,2,7,8
4066,4,4,4,4,4,8,8,-1,7
4067,4,4,4,4,4,1,8,7,8
4068,3,3,3,3,3,2,8,4,7
4069,4,4,4,4,2,2,8,6,8
4070,4,4,4,4,4,2,2,7,8
4071,4,4,4,4,4,2,2,7,5
4072,4,4,3,4,3,2,2,7,8
4073,2,4,3,1,1,2,2,4,3
4074,4,3,4,4,4,8,8,7,8
4075,4,4,4,4,4,2,2,7,8
4076,3,3,3,3,4,2,2,3,6
4077,4,4,4,4,3,8,8,4,8
4078,3,3,3,3,3,1,8,4,7
4079,1,1,1,1,1,8,7,1,1
4080,4,4,3,3,3,1,1,4,1
4081,4,3,3,3,3,2,4,-1,-1
4082,2,4,2,2,4,8,8,-1,1
4083,4,4,4,4,4,1,8,7,8
4084,4,4,4,4,1,-1,-1,7,8
4085,4,4,3,4,4,8,8,1,6
4086,4,4,4,4,4,-1,-1,7,8
4087,-1,-1,-1,-1,-1,-1,-1,6,6
4088,4,4,4,4,4,8,8,4,8
4089,4,4,4,4,4,8,8,7,6
4090,2,4,4,4,3,1,-1,5,7
4091,4,4,4,3,3,2,2,-1,4
4092,4,4,4,4,4,2,2,-1,-1
4093,1,1,1,1,3,-1,-1,7,8
4094,4,4,4,4,4,2,-1,1,8
4095,4,4,4,4,4,1,8,6,8
4096,4,4,2,4,4,1,1,7,4
4097,-1,-1,-1,3,-1,6,3,6,8
4098,2,2,2,3,3,1,7,3,3
4099,-1,-1,-1,-1,-1,-1,-1,4,6
4100,3,3,1,3,3,-1,8,4,6
4101,4,4,1,3,3,1,6,-1,-1
4102,-1,-1,-1,-1,-1,-1,-1,7,6
4103,3,3,3,3,3,2,6,5,4
4104,2,3,3,3,3,-1,1,2,5
4105,4,4,4,4,4,2,2,4,6
4106,4,4,4,4,4,2,2,4,7
4107,4,4,2,4,4,2,2,1,4
4108,3,3,3,3,3,2,2,2,6
4109,4,4,4,4,4,2,2,-1,-1
4110,4,4,4,4,4,2,2,4,4
4111,4,4,4,4,4,2,2,4,8
4112,3,3,3,3,3,2,2,4,1
4113,1,1,1,1,1,2,7,4,1
4114,1,1,1,1,1,2,7,4,1
4115,4,4,4,4,4,8,8,7,5
4116,4,4,1,1,1,7,7,4,2
4117,4,4,4,4,4,8,8,4,8
4118,4,4,4,4,4,2,2,5,8
4119,4,4,4,4,4,7,7,7,7
4120,3,3,3,3,3,2,2,-1,-1
4121,4,4,3,3,3,2,7,1,6
4122,1,1,1,1,1,2,2,7,7
4123,4,4,3,3,3,2,2,3,4
4124,4,4,4,4,4,1,1,4,5
4125,3,2,3,3,3,7,7,4,5
4126,3,3,3,3,3,1,1,4,6
4127,4,4,4,4,3,2,2,-1,-1
4128,4,4,3,2,3,1,7,4,3
4129,3,4,3,4,3,-1,-1,5,6
4130,4,4,4,4,4,8,8,4,6
4131,2,2,2,3,4,1,1,4,3
4132,3,3,3,3,3,1,1,4,5
4133,4,4,4,4,4,1,4,4,8
4134,3,3,3,3,3,8,8,4,4
4135,4,4,4,4,4,8,8,7,8
4136,4,4,-1,4,4,2,2,4,-1
4137,3,3,3,2,2,1,1,-1,6
4138,3,4,3,4,3,1,2,4,4
4139,1,1,1,1,1,2,2,4,7
4140,3,-1,2,3,2,8,7,2,3
4141,3,3,3,3,3,2,6,-1,-1
4142,4,4,4,4,4,8,8,4,3
4143,1,2,-1,1,3,8,8,2,8
4144,4,3,2,3,3,-1,-1,4,2
4145,4,4,3,4,4,2,2,1,3
4146,4,4,4,4,4,8,8,3,7
4147,4,4,4,3,4,2,8,4,4
4148,3,3,3,3,3,8,8,1,4
4149,1,1,1,1,1,8,5,4,1
4150,1,1,1,1,1,5,5,1,1
4151,1,1,1,1,1,7,7,4,1
4152,3,4,4,4,4,1,1,7,5
4153,4,3,3,3,3,1,1,1,4
4154,1,1,1,1,1,1,-1,4,1
4155,1,1,1,1,1,1,-1,1,1
4156,3,3,2,3,3,-1,-1,1,2
4157,-1,3,2,2,2,8,8,4,8
4158,2,2,1,3,3,1,5,1,1
4159,1,1,1,3,1,1,5,5,1
4160,2,3,3,-1,3,8,7,7,3
4161,1,1,1,1,1,5,5,4,1
4162,2,2,2,2,3,1,7,4,3
4163,1,3,3,3,3,8,8,4,7
4164,3,3,3,3,3,8,8,4,6
4165,4,4,3,3,3,1,8,2,5
4166,1,1,1,1,1,7,6,3,2
4167,3,3,3,3,3,8,8,-1,3
4168,4,4,2,4,4,8,8,4,1
4169,4,3,3,3,3,8,8,3,3
4170,3,3,3,3,3,8,8,3,5
4171,1,1,1,1,1,1,7,1,1
4172,1,3,3,3,3,1,8,6,1
4173,4,3,3,3,2,1,8,4,8
4174,2,3,3,3,3,1,1,3,5
4175,3,3,3,3,3,1,7,4,1
4176,1,3,1,1,1,1,6,4,1
4177,-1,-1,-1,-1,-1,-1,-1,2,3
4178,4,4,3,4,4,1,1,4,-1
4179,1,1,1,1,1,1,6,4,3
4180,3,3,3,3,3,1,1,3,-1
4181,3,2,3,3,2,1,1,1,1
4182,2,3,3,3,2,1,1,4,3
4183,2,3,2,3,4,1,7,2,3
4184,3,3,4,4,2,1,1,4,3
4185,4,1,1,1,1,1,1,2,2
4186,-1,-1,-1,-1,-1,-1,-1,-1,-1
4187,3,4,4,4,4,8,8,5,7
4188,3,3,3,3,3,7,7,1,5
4189,3,4,4,3,4,7,2,4,7
4190,3,4,4,4,4,8,8,3,8
4191,1,1,1,1,1,5,5,5,1
4192,3,4,4,4,3,1,1,4,4
4193,1,1,1,1,1,1,5,4,1
4194,3,3,2,2,2,7,7,4,1
4195,3,3,1,3,2,1,7,4,3
4196,3,4,3,4,3,8,8,1,6
4197,4,4,4,3,4,8,8,4,6
4198,4,3,3,3,3,8,8,6,2
4199,4,4,4,4,4,2,2,-1,-1
4200,4,4,3,4,4,8,8,-1,-1
4201,4,4,3,3,3,8,5,2,3
4202,3,3,2,3,4,1,7,4,6
4203,3,3,3,3,3,8,8,4,6
4204,4,4,4,4,4,-1,7,4,3
4205,4,4,2,3,3,2,7,6,3
4206,3,3,2,2,2,8,8,2,3
4207,1,2,2,3,1,2,6,1,1
4208,4,4,3,3,4,2,2,2,6
4209,-1,-1,-1,-1,-1,-1,-1,1,5
4210,2,2,2,2,3,1,1,1,4
4211,4,4,2,2,3,1,7,7,2
4212,2,1,2,3,2,8,7,3,1
4213,4,4,4,4,4,2,2,7,8
4214,3,4,4,4,4,2,2,7,8
4215,2,2,1,1,2,1,7,2,3
4216,1,2,1,3,2,1,7,1,1
4217,2,3,1,3,3,3,6,4,1
4218,2,3,2,2,2,2,2,3,3
4219,4,4,4,4,4,7,7,6,7
4220,2,3,2,3,3,8,8,3,2
4221,2,3,2,3,2,2,2,3,3
4223,1,2,1,1,2,2,6,4,1
4224,3,3,3,3,2,7,8,7,6
4225,4,4,4,4,4,1,1,4,3
4226,-1,-1,-1,-1,-1,-1,-1,-1,-1
4227,3,3,2,3,3,1,1,3,3
4228,3,3,2,3,2,2,2,1,7
4229,-1,-1,-1,-1,-1,-1,-1,-1,1
4230,3,3,2,2,2,6,8,2,1
4231,2,2,2,2,2,1,1,3,7
4232,1,1,1,1,1,7,7,4,1
4233,2,1,1,2,1,1,6,1,1
4234,3,1,2,3,3,1,8,1,6
4235,1,1,1,-1,1,1,7,1,1
4236,1,2,2,3,1,3,6,6,2
4237,1,1,1,1,1,3,7,2,1
4238,1,1,1,1,1,1,5,4,1
4239,4,4,4,4,4,8,8,7,1
4240,-1,-1,-1,-1,-1,1,7,4,2
4241,1,1,1,1,1,1,7,4,1
4242,1,1,1,1,1,7,7,4,1
4243,1,1,1,1,1,7,7,4,1
4244,1,2,1,3,1,8,7,1,1
4245,3,4,4,4,3,1,1,3,8
4246,1,1,1,1,1,1,7,4,1
4247,2,3,1,2,3,1,1,4,6
4248,3,2,2,2,2,7,7,4,1
4249,4,3,4,4,4,2,2,2,8
4250,4,4,4,4,4,2,-1,3,7
4251,4,4,4,4,4,8,8,7,6
4252,4,4,4,4,4,2,2,2,7
4253,-1,-1,-1,-1,-1,2,2,6,7
4255,2,2,2,2,2,7,7,4,-1
4256,1,1,1,1,1,6,7,1,2
4257,4,4,4,4,4,7,7,7,4
4258,3,2,-1,-1,-1,8,6,4,2
4259,3,3,2,3,3,8,7,5,1
4260,3,3,3,3,3,8,7,3,2
4261,3,3,3,3,3,8,8,2,5
4262,3,4,3,3,4,2,8,7,8
4263,2,2,2,2,3,8,8,4,1
4264,1,4,2,2,2,8,8,-1,-1
4265,3,3,3,3,3,2,2,4,3
4266,2,3,1,3,2,8,8,4,1
4267,4,4,3,2,2,2,-1,4,2
4268,4,4,4,4,4,1,1,-1,6
4269,4,4,3,3,2,-1,7,4,6
4270,-1,-1,-1,-1,-1,2,2,3,5
4271,4,4,1,4,4,1,8,4,1
4272,4,4,4,4,4,2,2,7,8
4273,3,4,3,4,3,1,1,5,6
4274,3,4,4,4,4,1,1,5,8
4275,3,3,2,3,3,7,7,6,5
4276,3,4,4,3,3,8,8,7,8
4277,3,4,3,1,1,1,1,7,3
4278,-1,-1,-1,-1,-1,8,8,7,6
4279,4,4,4,4,2,1,8,4,7
4280,4,4,3,4,4,2,7,1,4
4281,4,4,4,4,4,2,2,1,8
4282,2,2,2,3,1,2,-1,1,3
4283,2,1,1,1,1,1,1,1,3
4284,2,1,3,3,3,2,-1,4,3
4285,4,4,4,4,4,2,2,7,7
4286,3,3,2,3,3,2,4,4,2
4287,-1,-1,-1,-1,-1,8,8,4,1
4288,2,3,2,3,3,1,2,5,6
4289,4,4,4,4,4,2,2,4,8
4290,3,3,3,3,3,8,8,4,1
4291,1,-1,-1,-1,3,2,2,2,6
4292,1,1,1,1,1,2,7,4,2
4293,4,4,4,4,4,2,2,6,4
4294,4,4,3,3,3,2,8,4,4
4295,3,4,3,3,2,1,1,7,3
4296,4,4,4,4,4,1,-1,2,4
4297,3,3,3,3,3,1,1,7,2
4298,2,2,2,2,2,3,3,4,3
4299,2,3,1,3,2,1,1,-1,5
4300,3,2,3,3,2,2,8,1,1
4301,4,4,4,4,4,1,1,-1,6
4302,1,1,1,1,1,2,7,1,1
4303,3,3,3,3,3,1,1,4,4
4304,3,3,2,3,3,8,7,4,2
4305,2,3,3,3,2,1,1,-1,4
4306,2,3,3,3,3,1,1,4,1
4307,4,4,4,4,4,1,1,4,8
4308,4,4,2,2,2,8,8,6,1
4309,3,4,2,3,3,2,7,3,2
4310,2,2,2,3,1,2,7,2,4
4311,3,3,3,3,3,8,8,7,7
4312,3,3,2,3,3,8,8,6,3
4313,2,1,4,3,3,2,8,4,2
4314,4,4,2,2,4,8,7,1,2
4315,1,1,1,1,1,2,7,1,1
4316,1,1,1,1,1,2,6,3,1
4317,3,-1,2,3,4,8,8,6,4
4318,1,3,3,2,1,4,4,2,2
4320,3,2,2,2,2,8,8,5,4
4322,1,1,1,1,1,8,7,4,1
4324,3,3,2,1,3,8,7,2,3
4325,1,3,2,3,2,8,7,4,3
4326,4,4,3,4,4,2,2,2,6
4327,4,4,4,4,4,2,2,1,6
4328,1,1,1,3,3,6,5,4,1
4329,4,4,3,1,1,2,8,5,4
4330,1,1,3,3,3,7,7,4,1
4331,2,3,3,3,2,2,2,3,3
4332,1,4,4,4,4,2,2,4,4
4333,2,4,4,4,4,2,2,6,8
4334,4,4,4,4,4,1,1,4,8
4335,4,4,4,4,4,1,2,7,6
4336,3,4,4,4,2,2,2,4,3
4337,1,1,1,1,1,8,8,6,1
4338,4,4,3,3,2,2,2,2,2
4339,2,2,2,2,3,1,7,4,2
4340,2,2,1,1,1,7,7,4,2
4341,1,1,1,1,1,7,7,-1,1
4343,4,3,3,4,3,2,2,4,3
4344,3,1,1,3,2,1,7,4,1
4345,3,4,3,3,3,1,8,1,4
4346,4,4,2,3,2,1,8,1,1
4347,4,4,3,3,2,2,2,4,5
4348,2,1,1,1,1,1,7,5,1
4349,1,1,1,1,1,6,6,4,1
4350,4,4,4,4,4,1,8,-1,-1
4351,2,1,1,3,2,8,8,1,1
4352,1,1,1,1,1,2,7,4,1
4353,1,1,1,1,1,1,6,4,1
4354,4,4,4,4,4,1,8,7,8
4355,1,1,1,1,1,8,7,1,1
4356,2,3,3,3,3,8,7,4,3
4357,1,1,1,1,1,1,7,4,1
4358,4,4,4,4,4,1,1,4,4
4359,3,2,1,4,3,8,8,1,1
4360,4,4,4,4,4,8,8,4,6
4361,1,3,1,2,2,8,6,3,1
4362,2,3,3,3,2,1,1,1,7
4363,3,3,2,3,2,8,8,2,6
4364,1,1,1,1,1,8,7,4,4
4365,2,2,2,2,2,2,2,5,5
4366,1,1,1,1,1,5,5,4,1
4367,2,3,3,3,1,8,8,4,3
4368,2,4,2,4,4,8,8,4,3
4369,4,4,4,4,4,8,8,4,8
4370,1,1,1,1,1,7,7,4,1
4371,3,2,2,2,2,1,1,3,4
4372,4,4,4,4,4,8,-1,4,3
4373,3,4,3,4,4,2,8,3,4
4374,3,3,3,3,3,2,2,4,7
4375,2,2,3,3,3,7,6,4,1
4376,1,1,1,1,1,5,5,4,1
4377,4,4,4,4,4,1,1,7,2
4378,1,1,1,1,1,8,5,4,3
4379,2,3,3,3,2,1,1,7,6
4380,4,4,4,2,2,1,7,7,5
4381,1,1,1,1,1,1,7,1,1
4382,3,3,3,3,3,1,7,4,2
4383,3,3,3,3,2,7,8,2,8
4384,1,1,1,1,1,1,5,1,1
4385,4,4,4,-1,3,8,8,-1,-1
4386,2,3,3,2,3,1,8,4,3
4387,3,3,2,4,3,1,1,3,4
4388,4,4,4,4,4,8,-1,1,4
4389,2,2,2,2,2,1,1,4,3
4390,2,3,2,3,2,1,1,7,6
4391,-1,-1,-1,-1,-1,-1,-1,3,2
4392,1,1,1,1,1,8,7,1,1
4393,1,1,1,3,4,1,6,4,1
4394,1,2,1,1,1,1,7,4,2
4395,1,1,1,2,1,1,6,1,1
4396,4,4,3,4,2,1,1,4,6
4397,1,1,1,1,1,3,7,-1,-1
4398,1,1,1,3,1,2,6,-1,1
4399,1,2,1,2,1,7,7,1,1
4400,4,4,4,4,4,1,8,2,5
4401,3,3,3,3,3,2,2,2,1
4402,1,2,3,3,4,1,1,7,4
4403,4,4,4,4,4,2,2,6,8
4404,4,4,2,3,4,1,7,1,4
4405,2,3,3,1,3,8,8,1,1
4406,4,4,4,4,4,1,7,1,1
4407,3,3,3,3,3,8,8,5,4
4408,1,2,3,-1,1,6,6,1,2
4409,1,1,1,1,1,8,7,3,4
4410,2,3,1,2,3,8,7,2,2
4411,4,4,4,4,4,1,7,5,3
4412,3,2,1,2,1,1,1,1,2
4413,4,2,1,1,3,1,7,4,1
4414,2,2,2,2,2,1,7,2,3
4415,3,3,1,2,2,2,7,4,1
4416,1,1,1,-1,-1,1,6,1,1
4417,1,1,1,1,1,1,7,4,1
4418,1,1,1,1,1,8,-1,-1,-1
4419,1,1,1,1,1,7,7,4,1
4420,1,1,1,1,1,1,7,4,1
4421,1,1,1,1,1,1,5,4,1
4422,4,4,3,3,3,1,1,3,8
4423,1,1,1,4,-1,1,1,1,-1
4424,1,1,1,1,1,7,7,4,1
4425,3,2,1,1,1,1,6,3,2
4426,1,1,1,1,1,6,8,4,1
4427,-1,-1,-1,-1,-1,7,-1,4,1
4428,1,1,1,1,1,1,7,3,2
4429,1,1,1,1,1,1,7,4,1
4430,3,2,2,2,2,8,8,4,4
4431,1,1,1,1,1,1,8,4,3
4432,1,1,-1,3,4,1,1,4,1
4433,2,2,2,2,2,7,7,4,1
4434,4,3,2,3,2,2,2,4,4
4435,-1,-1,-1,-1,-1,-1,-1,4,3
4436,1,1,1,1,1,8,7,1,1
4437,4,4,4,4,4,8,8,3,5
4438,2,4,2,3,3,1,8,7,5
4439,1,3,1,2,1,8,4,7,3
4440,1,2,-1,3,3,7,7,3,-1
4441,3,3,3,3,3,1,1,4,6
4442,4,4,3,4,3,1,8,3,7
4443,-1,4,3,4,3,8,8,-1,5
4444,1,2,2,2,2,7,7,4,1
4445,2,2,1,1,2,7,7,4,1
4446,1,1,2,3,2,1,7,4,3
4447,2,3,2,4,3,1,1,2,2
4448,1,1,1,1,1,8,7,1,5
4449,3,-1,1,3,1,1,7,5,2
4450,2,2,2,1,1,1,1,4,2
4451,1,1,1,1,1,4,4,1,2
4452,1,1,1,1,1,5,5,4,1
4453,1,1,1,1,1,8,8,7,2
4454,3,1,1,3,3,1,1,1,1
4455,2,2,2,2,2,1,7,1,1
4456,3,3,2,3,2,1,1,4,6
4457,1,1,1,1,1,1,6,2,1
4458,1,1,1,3,3,1,7,4,1
4459,4,4,4,4,4,1,-1,-1,7
4460,2,3,3,3,2,1,1,3,4
4461,3,2,2,3,2,3,8,4,5
4462,2,2,3,3,3,8,7,1,1
4463,3,4,3,4,4,8,8,-1,4
4464,-1,3,3,3,3,1,8,-1,1
4465,3,3,2,2,2,1,1,4,4
4466,1,1,1,1,1,5,5,4,1
4467,-1,-1,-1,-1,-1,-1,-1,4,5
4468,4,4,2,2,3,1,1,4,4
4469,2,4,3,4,2,1,8,4,4
4470,2,3,1,1,3,1,7,3,3
4471,1,3,3,3,4,1,7,1,2
4472,3,4,4,4,4,1,1,6,8
4473,4,4,4,4,4,-1,7,1,3
4474,1,1,1,1,1,7,8,4,4
4475,1,1,1,1,1,7,7,1,1
4476,1,1,1,1,1,7,7,4,1
4477,1,3,4,2,3,1,1,1,1
4478,1,1,1,1,1,1,1,3,1
4479,3,3,3,3,3,2,1,3,7
4480,3,2,1,2,1,1,6,1,5
4481,1,2,3,3,2,3,3,4,1
4482,-1,-1,-1,-1,-1,-1,-1,-1,-1
4483,1,1,1,1,1,1,7,1,1
4484,1,1,1,3,3,1,8,3,6
4485,1,1,1,1,1,1,-1,-1,1
4486,3,3,2,3,2,1,1,4,5
4487,2,3,2,3,4,7,7,1,2
4488,4,4,2,4,4,2,8,3,4
4489,2,3,2,3,2,1,8,1,1
4490,1,1,1,2,2,1,1,-1,-1
4491,1,1,1,1,1,1,7,4,2
4492,3,3,3,3,3,1,1,4,2
4493,1,2,1,3,1,1,5,1,2
4494,4,3,2,3,2,8,8,1,3
4495,4,4,2,-1,4,1,8,-1,3
4496,4,4,4,4,4,2,2,4,7
4497,1,1,1,1,1,1,7,4,2
4498,2,2,2,2,2,8,7,2,2
4499,2,3,2,3,2,1,7,4,2
4500,3,3,2,2,2,1,8,4,1
4501,2,2,2,3,2,2,7,4,3
4502,3,3,3,3,3,1,1,4,1
4503,2,2,3,3,2,1,8,5,7
4504,1,1,1,1,1,1,7,1,1
4505,1,2,2,2,2,1,6,5,1
4506,3,3,3,3,3,1,1,1,5
4507,1,1,1,1,1,8,8,-1,-1
4508,2,2,2,2,2,6,4,6,5
4509,2,3,2,2,2,1,1,3,4
4510,-1,-1,-1,-1,-1,-1,-1,-1,-1
4511,2,3,3,3,3,1,1,4,5
4512,1,1,1,1,1,1,1,4,4
4513,4,4,4,4,4,2,2,7,-1
4514,3,3,2,2,2,1,1,1,2
4515,1,1,1,1,1,2,2,6,4
4516,1,2,2,1,2,1,1,1,2
4517,-1,-1,-1,-1,-1,1,7,1,1
4518,1,1,1,3,1,7,7,4,1
4519,1,1,1,2,2,1,1,4,2
4520,2,2,2,3,2,1,1,5,5
4521,4,4,4,4,4,1,1,4,1
4522,3,4,4,4,4,1,1,-1,-1
4523,3,3,2,2,3,1,1,4,6
4524,3,3,2,2,3,1,1,5,4
4525,2,4,2,2,4,1,1,3,3
4526,3,2,2,2,2,1,7,2,1
4527,3,-1,2,2,2,1,1,3,1
4528,3,3,3,3,3,1,1,4,6
4529,3,4,2,4,4,2,7,4,1
4530,4,4,4,4,4,1,1,4,4
4531,-1,-1,-1,-1,-1,-1,-1,4,3
4532,2,2,2,2,2,8,8,1,2
4533,1,2,2,2,2,8,7,4,1
4534,-1,-1,-1,-1,-1,-1,-1,5,3
4535,2,3,2,2,3,2,7,2,2
4536,1,1,1,1,1,1,1,4,1
4537,1,1,1,4,4,8,7,1,1
4538,4,4,4,4,4,2,8,1,7
4539,2,3,2,3,2,1,1,1,4
4540,3,3,3,3,3,1,7,4,2
4541,1,2,1,2,2,2,6,2,2
4542,1,1,1,1,1,1,6,4,1
4543,2,2,2,2,2,7,7,1,1
4544,3,4,3,4,2,1,8,2,5
4545,4,4,4,4,4,1,1,4,8
4546,3,4,3,4,4,8,8,3,2
4547,4,4,4,4,4,8,8,1,3
4548,3,3,3,3,3,8,7,4,1
4549,3,3,3,3,3,8,8,4,3
4550,-1,-1,-1,-1,-1,1,1,1,7
4551,4,4,3,4,4,2,2,4,1
4552,1,1,1,1,1,1,8,1,8
4553,1,3,1,1,1,1,7,4,1
4554,2,3,2,3,2,7,7,4,1
4555,4,4,4,4,3,8,8,1,7
4556,1,2,2,3,3,1,1,1,4
4557,3,1,3,3,2,1,1,4,4
4558,4,4,4,4,3,8,8,-1,7
4559,3,2,3,3,1,1,1,4,6
4560,3,3,3,3,3,2,8,4,1
4561,1,1,1,1,1,1,5,4,1
4562,4,4,4,3,4,8,8,6,2
4563,4,4,2,4,4,2,8,4,4
4564,3,2,3,3,2,8,7,1,1
4565,3,2,1,2,2,8,7,1,1
4566,4,4,2,4,4,7,7,4,1
4567,4,4,4,4,4,2,8,3,3
4568,2,2,2,2,2,2,7,3,1
4569,1,1,1,1,1,8,7,1,1
4570,1,2,2,3,2,1,6,1,2
4571,1,3,3,3,2,1,1,1,3
4572,1,1,1,1,1,5,6,4,1
4573,2,3,1,1,1,1,8,1,7
4574,-1,-1,-1,-1,-1,2,2,4,3
4575,4,3,3,3,3,1,1,1,3
4576,4,4,4,4,3,1,1,4,8
4577,3,3,1,1,3,8,7,1,1
4578,2,3,2,3,3,1,8,3,1
4579,1,1,1,1,1,7,7,4,1
4580,1,3,2,3,3,1,8,4,1
4581,-1,-1,-1,-1,-1,-1,-1,1,3
4582,4,4,4,4,3,1,2,4,7
4583,3,2,2,3,1,1,1,2,3
4585,3,3,2,3,3,8,7,-1,2
4586,3,3,-1,3,3,8,8,-1,5
4587,3,3,2,3,3,1,1,3,1
4588,1,1,1,1,1,8,7,6,1
4589,1,3,2,2,3,1,1,7,5
4590,-1,-1,-1,-1,-1,-1,-1,6,2
4591,2,4,3,3,4,1,8,1,6
4592,3,3,3,3,3,1,8,7,7
4593,2,4,3,4,3,3,7,6,3
4594,2,2,2,3,2,8,6,4,2
4595,3,3,3,3,3,1,1,3,6
4596,3,3,2,2,3,1,1,5,7
4597,1,1,1,4,3,2,-1,4,3
4598,1,2,2,2,2,7,-1,6,1
4599,1,1,1,1,1,6,1,4,1
4600,3,3,1,3,3,2,-1,-1,-1
4601,3,4,2,1,3,8,8,4,2
4602,4,4,4,4,4,8,8,4,6
4603,1,1,1,1,1,2,7,4,1
4604,1,1,1,1,1,2,7,2,1
4605,1,1,1,1,1,1,6,1,1
4607,2,2,2,2,2,1,-1,-1,-1
4608,1,1,1,4,1,8,6,2,2
4609,2,2,2,3,3,2,2,-1,-1
4610,3,4,3,3,3,8,8,1,2
4611,3,3,3,3,3,1,1,2,8
4612,2,2,2,3,1,1,1,4,4
4613,3,3,4,4,3,7,3,7,6
4614,3,3,2,3,3,2,2,4,3
4615,4,4,3,3,4,8,8,5,8
4616,-1,-1,-1,-1,-1,-1,-1,1,8
4617,4,4,4,4,4,1,2,6,8
4618,-1,-1,-1,-1,-1,-1,-1,-1,-1
4619,4,4,2,4,4,8,7,1,4
4620,1,1,1,3,1,7,6,4,1
4621,2,3,2,2,2,2,7,2,3
4622,3,3,2,2,3,2,8,4,4
4623,1,1,1,1,1,2,7,3,2
4624,2,1,2,3,1,7,7,3,1
4625,4,4,4,4,4,8,8,7,8
4626,4,4,3,3,3,1,8,7,8
4627,2,3,2,3,3,2,2,1,1
4628,1,1,1,1,1,7,7,4,1
4629,4,4,4,4,4,8,8,1,7
4630,2,4,1,3,3,2,8,4,1
4631,1,1,1,1,1,5,5,1,1
4632,2,2,2,2,2,3,8,4,3
4633,2,3,2,3,2,7,7,7,4
4634,2,3,2,3,3,1,7,4,4
4635,3,3,2,2,3,7,2,5,5
4636,1,1,1,1,1,2,7,2,1
4637,-1,-1,-1,-1,-1,-1,-1,-1,-1
4638,4,2,2,2,2,1,7,3,1
4639,-1,-1,-1,4,4,2,-1,2,1
4640,2,3,3,3,3,-1,-1,5,4
4641,1,1,1,1,1,5,7,4,1
4642,2,3,2,3,3,2,2,3,4
4643,3,3,3,-1,3,8,8,4,5
4644,3,4,4,4,4,7,8,7,7
4645,-1,-1,-1,-1,-1,-1,-1,-1,-1
4646,-1,-1,-1,-1,-1,-1,-1,-1,-1
4647,2,2,2,3,2,3,8,4,3
4648,3,3,2,2,3,1,7,1,4
4649,1,1,1,1,1,2,7,1,1
4650,2,3,2,3,2,1,7,4,2
4651,3,2,2,2,2,2,7,7,1
4652,3,1,1,2,2,1,1,4,4
4653,3,3,1,2,3,8,8,2,3
4654,2,2,2,2,2,7,7,1,1
4655,1,2,2,2,3,-1,7,4,2
4656,1,2,1,4,4,1,-1,1,1
4657,2,2,1,3,2,2,7,2,2
4658,3,4,4,3,4,1,8,1,7
4659,4,4,4,4,4,1,7,4,1
4660,1,3,1,3,3,2,8,5,-1
4661,3,3,3,3,3,8,8,4,1
4662,4,4,4,4,4,2,8,7,4
4663,1,1,1,1,1,2,6,3,3
4664,1,3,1,3,3,-1,-1,7,1
4665,1,1,1,4,1,1,6,3,1
4666,1,2,1,3,3,2,8,4,2
4667,3,3,2,3,3,2,2,1,5
4668,1,1,1,3,1,3,3,4,2
4669,4,3,3,3,2,7,8,4,6
